S.no,Instagram name,Name,Subscribers,Audience country,Authentic engagement,Engagement average,Category_1,Category_2
501,gisele,Gisele BuÌˆndchen,19700000.0,brazil,194800.0,289500.0,modeling,fashion
502,ana_d_armas,A N A   D E   A R M A S,7900000.0,united states,533300.0,721400.0,cinema & actors/actresses,unknown
503,nazriyafahadh,Nazriya Nazim Fahadh,6400000.0,india,666100.0,892300.0,lifestyle,cinema & actors/actresses
504,rachel_mypark,á„‡á…¡á†¨á„†á…µá†«á„‹á…§á†¼ Minyoung Park,10300000.0,indonesia,433500.0,540000.0,cinema & actors/actresses,unknown
505,phil.coutinho,Philippe Coutinho,24900000.0,brazil,136700.0,222100.0,sports with a ball,unknown
506,nicholasgalitzine,Nicholas Galitzine,4099999.9999999995,brazil,817700.0,1400000.0,cinema & actors/actresses,unknown
507,sound_of_coups,COUPS,4500000.0,indonesia,986300.0,1300000.0,unknown,unknown
508,cocielo,JuÌlio Cocielo Estaniecki,19200000.0,brazil,182400.0,285600.0,cinema & actors/actresses,unknown
509,julesleblanc,julianna,9800000.0,united states,392300.0,567700.0,shows,unknown
510,anjimaxuofficially,Anjali Arora,11900000.0,india,363200.0,464800.0,lifestyle,cinema & actors/actresses
511,kit.connor,Kit Connor,4500000.0,united states,734800.0,1200000.0,cinema & actors/actresses,humor & fun & happiness
512,jackharlow,jackharlow,6900000.0,united states,425900.0,795100.0,lifestyle,humor & fun & happiness
513,euphoria,euphoria,7800000.0,united states,434300.0,700800.0,photography,cinema & actors/actresses
514,lucasranngel,LUCAS RANGEL,20100000.0,brazil,121400.0,268800.0,lifestyle,unknown
515,briandadeyanara,BRIANDA ğŸ’–,13500000.0,mexico,337500.0,396300.0,lifestyle,unknown
516,daquan,Daquan,16700000.0,united states,207300.0,319700.0,humor & fun & happiness,unknown
517,sommerray,Sommer Ray,26300000.0,united states,129500.0,203200.0,modeling,unknown
518,theshilpashetty,Shilpa Shetty Kundra,26500000.0,india,173500.0,201600.0,cinema & actors/actresses,unknown
519,charlieputh,Charlie Puth,16700000.0,united states,222800.0,316700.0,unknown,unknown
520,golfarahani,Golshifteh Farahani,13700000.0,iran,301700.0,388900.0,cinema & actors/actresses,unknown
521,choquei,CHOQUEI,17500000.0,brazil,97100.0,301600.0,literature & journalism,unknown
522,kingbach,King Bach,23100000.0,united states,113300.0,227200.0,cinema & actors/actresses,modeling
523,dra.deolanebezerra,Deolane Bezerra âš–ï¸,15000000.0,brazil,163600.0,351300.0,beauty,lifestyle
524,lexibrookerivera,Lexi Rivera,8500000.0,united states,512000.0,640500.0,shows,humor & fun & happiness
525,yooncy1,ìœ¤ì°¬ì˜ Yoon chanyoung,4900000.0,south korea,904700.0,1100000.0,lifestyle,unknown
526,k.kbeom,á„€á…µá†·á„‡á…¥á†· kimbum,5400000.0,indonesia,798400.0,977100.0,unknown,unknown
527,angelinajolie,Angelina Jolie,13600000.0,brazil,232400.0,384900.0,unknown,unknown
528,liamhemsworth,Liam Hemsworth,13000000.0,united states,280900.0,398900.0,cinema & actors/actresses,unknown
529,klaythompson,Klay Thompson,13400000.0,united states,267500.0,388800.0,sports with a ball,lifestyle
530,caviarmagnat,Anton Tregubov,15100000.0,russia,239300.0,345900.0,lifestyle,unknown
531,melissamelmaia,MEL MAIA ğŸ¯,13500000.0,brazil,211400.0,383000.0,unknown,unknown
532,soohyun_k216,á„€á…µá†·á„‰á…®á„’á…§á†« Kim Soo Hyun é‡‘ç§€è³¢,13900000.0,indonesia,304800.0,371000.0,unknown,unknown
533,yerimiese,Yeri,10700000.0,indonesia,386700.0,478900.0,lifestyle,unknown
534,superstar_dewasi99,SUPERSTARDEWASI 99,13500000.0,india,241700.0,381800.0,cinema & actors/actresses,unknown
535,d_degeaofficial,David De Gea,13800000.0,united kingdom,264200.0,373900.0,sports with a ball,unknown
536,urstrulymahesh,Mahesh Babu,8800000.0,india,534100.0,588000.0,cinema & actors/actresses,unknown
537,angeldimariajm,AÌngel Di MariÌa,18500000.0,argentina,186700.0,275200.0,sports with a ball,unknown
538,fuckjerry,FUCKJERRY,16800000.0,united states,236600.0,306000.0,humor & fun & happiness,unknown
539,__youngbae__,TAEYANG,13600000.0,indonesia,331000.0,373900.0,unknown,unknown
540,d_a___m_i,KIM DA MI,4600000.0,indonesia,900000.0,1100000.0,unknown,unknown
541,salmahayek,Salma Hayek Pinault,21600000.0,united states,189100.0,233800.0,cinema & actors/actresses,unknown
542,lakers,Los Angeles Lakers,20200000.0,united states,161700.0,247900.0,sports with a ball,unknown
543,actorsuriya,Suriya Sivakumar,5400000.0,india,733800.0,952300.0,cinema & actors/actresses,unknown
544,yugyeom,KYUM,11500000.0,brazil,364600.0,437400.0,cinema & actors/actresses,unknown
545,dindahw,Dinda Hauw,14600000.0,indonesia,228700.0,342400.0,cinema & actors/actresses,unknown
546,dylansprouse,Dylan Sprouse,9100000.0,united states,352500.0,553400.0,cinema & actors/actresses,unknown
547,sav.labrant,Savannah Rose LaBrant,7100000.0,united states,518799.99999999994,693900.0,family,lifestyle
548,riteishd,Riteish Deshmukh,15300000.0,india,272700.0,318600.0,cinema & actors/actresses,unknown
549,ozuna,@ozutochi ğŸ”œ,22500000.0,spain,160700.0,215600.0,unknown,unknown
550,xsqueezie,xsqueezie,7900000.0,france,526400.0,615600.0,lifestyle,unknown
551,emiliamernes,Emilia Mernes,6200000.0,argentina,415000.0,781000.0,unknown,unknown
552,nehasharmaofficial,Neha Sharma ğŸ’«,14800000.0,india,280700.0,322500.0,cinema & actors/actresses,unknown
554,srinidhi_shetty,Srinidhi Shetty ğŸŒ¸,4400000.0,india,818600.0,1100000.0,beauty,cinema & actors/actresses
555,shreyaghoshal,shreyaghoshal,24800000.0,india,171200.0,191200.0,unknown,unknown
556,memezar,MEMEZAR â€¢ Comedy and Culture,23000000.0,united states,137200.0,204500.0,cinema & actors/actresses,unknown
557,chloegmoretz,ChloÃ« Grace Moretz,21500000.0,united states,163200.0,218300.0,cinema & actors/actresses,unknown
558,warriors,Golden State Warriors,25500000.0,united states,132000.0,183000.0,lifestyle,sports with a ball
559,gusttavolima,ğŸ› Gusttavo Lima ğŸ›,44000000.0,brazil,64700.0,107200.0,unknown,unknown
560,kun11xd,KUN,6900000.0,indonesia,552500.0,689600.0,lifestyle,unknown
561,lukehemmings,Luke Hemmings,7900000.0,united states,351700.0,599700.0,unknown,unknown
562,juansguarnizo,Juan SebastiÃ¡n Guarnizo,6300000.0,mexico,683700.0,748700.0,lifestyle,unknown
563,amauryguichon,Amaury Guichon,9500000.0,united states,404000.0,492300.0,food & cooking,unknown
564,phoebejtonkin,Phoebe Tonkin,8400000.0,united states,388300.0,554100.0,beauty,cinema & actors/actresses
565,nita_shilimkar,Nita Shilimkar,11500000.0,india,301800.0,398600.0,lifestyle,fashion
566,gessicakayane,GKAY,20000000.0,brazil,111700.0,231200.0,shows,humor & fun & happiness
567,nessabarrett,ness,7300000.0,united states,470700.0,637900.0,lifestyle,unknown
568,liverpoolfc,Liverpool Football Club,40300000.0,united kingdom,81000.0,113100.0,sports with a ball,unknown
569,dew_jsu,2000,6300000.0,indonesia,544500.0,732300.0,beauty,lifestyle
570,itsmarziapie,Marzia Kjellberg,8300000.000000001,united states,450100.0,549900.0,beauty,lifestyle
571,lizakoshy,Liza Koshy,20200000.0,united states,167000.0,222400.0,cinema & actors/actresses,unknown
572,hztttao,Z.TAOğŸ”´é»„å­éŸ¬,11300000.0,indonesia,357900.0,398300.0,unknown,unknown
573,pozevidalouca,Poze Do Rodo ğŸ¤‘,8199999.999999999,brazil,223100.0,560800.0,lifestyle,unknown
574,icc,ICC,24100000.0,india,153900.0,184600.0,sports with a ball,unknown
575,sushitrash,JOJI,6500000.0,united states,570600.0,698100.0,unknown,unknown
576,hugogloss,Hugo Gloss,20300000.0,brazil,110900.0,218700.0,literature & journalism,humor & fun & happiness
577,donya,Donya,15300000.0,iran,194200.0,308600.0,lifestyle,unknown
578,lilyrose_depp,Lily-Rose Depp,6700000.0,united states,421700.0,662800.0,modeling,unknown
579,sportscenter,SportsCenter,31800000.0,united states,76600.0,137300.0,sports with a ball,shows
580,leejen_o_423,LEE JENO,2200000.0,united states,0.0,2300000.0,unknown,unknown
581,asabopp,Asa Butterfield,5700000.0,brazil,521700.00000000006,762700.0,cinema & actors/actresses,unknown
582,naileadevora,nai,5300000.0,united states,560600.0,828500.0,lifestyle,unknown
583,actorprabhas,Prabhas,8800000.0,india,443300.0,496300.0,shows,cinema & actors/actresses
584,amitabhbachchan,Amitabh Bachchan,31100000.0,india,119600.0,138300.0,cinema & actors/actresses,unknown
585,missasinfonia,MissaSinfonia,5800000.0,mexico,667400.0,747700.0,cinema & actors/actresses,unknown
586,sandrinna_11,Drinna ğŸ–¤,10700000.0,indonesia,311100.0,396800.0,lifestyle,unknown
587,theellenshow,Ellen DeGeneres,125100000.0,united states,28400.0,34200.0,shows,cinema & actors/actresses
588,jeonghaniyoo_n,ìœ¤ì •í•œ,3600000.0,iran,935400.0,1200000.0,lifestyle,unknown
589,memphisdepay,Memphis Depay,15400000.0,france,155700.0,277200.0,sports with a ball,unknown
590,aishwaryaraibachchan_arb,AishwaryaRaiBachchan,10400000.0,india,318200.0,406600.0,cinema & actors/actresses,unknown
591,otabek_muhammadalievich,Otabek Umarov,20000000.0,russia,157400.0,211900.0,unknown,unknown
592,pedri,Pedri GonzÃ¡lez,7100000.0,spain,0.0,598500.0,sports with a ball,unknown
593,reesewitherspoon,Reese Witherspoon,28300000.0,united states,124400.0,149200.0,cinema & actors/actresses,unknown
594,marcusrashford,Marcus Rashford MBE,12800000.0,united kingdom,206600.0,326900.0,sports with a ball,unknown
595,matue,matue,8100000.0,brazil,288800.0,530600.0,lifestyle,sports with a ball
596,alexadellanos,Alexa Dellanos,9800000.0,united states,276500.0,432600.0,lifestyle,unknown
597,faz3,Fazza,14700000.0,united arab emirates,221100.0,289900.0,lifestyle,unknown
598,ronaldo,Ronaldo,23500000.0,brazil,103400.0,178300.0,sports with a ball,unknown
599,araikgalstyanmoscowschool,ï¼¡ï¼²ï¼¡ï¼©ï¼«  ï¼§ï¼¡ï¼¬ï¼³ï¼´ï¼¹ï¼¡ï¼®Â®ï¸,16300000.0,turkey,197600.0,255700.0,beauty,unknown
600,l7nnon,L7,8800000.0,brazil,200900.0,477200.0,lifestyle,unknown
602,avrillavigne,Avril Lavigne,11700000.0,brazil,284500.0,354200.0,cinema & actors/actresses,fashion
603,karelyruiz,Karely Ruiz,7000000.0,mexico,472400.0,593000.0,lifestyle,unknown
604,rizkybillar,Muhammad Rizky Billar,12900000.0,indonesia,248500.0,321000.0,shows,beauty
605,victoriajustice,Victoria Justice,22900000.0,united states,131100.0,179400.0,cinema & actors/actresses,modeling
606,vousmevoyez,KRYSTAL,10400000.0,indonesia,304700.0,395200.0,cinema & actors/actresses,unknown
607,zoeisabellakravitz,ZoeÌˆ Kravitz,8400000.0,united states,323300.0,490400.0,cinema & actors/actresses,unknown
608,egupta,Esha Gupta,11600000.0,india,280600.0,351300.0,lifestyle,cinema & actors/actresses
609,catherinemcbroom,Catherine Paiz,7300000.0,united states,329500.0,565900.0,family,unknown
610,malutrevejo,MaluÌ ğŸ¦‹ 222ğŸ¤,11500000.0,united states,197200.0,353800.0,unknown,unknown
611,elmarianaa,El Mariana,4500000.0,mexico,809500.0,919400.0,unknown,unknown
612,avengers,Avengers,13600000.0,india,238800.0,299100.0,cinema & actors/actresses,unknown
613,skaijackson,S K A I,8000000.0,united states,290500.0,512700.00000000006,lifestyle,unknown
614,iam_linyi,æˆ‘æ˜¯æ—ä¸€åŒå­¦,4000000.0,indonesia,781000.0,1000000.0,unknown,unknown
615,yihyun_1208,á„Œá…©á„‹á…µá„’á…§á†« cho yihyun,5200000.0,south korea,618900.0,783400.0,lifestyle,unknown
616,nickjonas,Nick Jonas,33100000.0,united states,86100.0,122500.0,unknown,unknown
617,everyone_woo,Wonwoo,3400000.0,indonesia,935500.0,1200000.0,unknown,unknown
618,aleoliveiracm,AleÌ‚ Oliveira,8500000.0,brazil,198000.0,507900.0,humor & fun & happiness,unknown
619,nikkietutorials,NikkieTutorials,16500000.0,united states,178000.0,242200.0,beauty,unknown
620,centralcee,ğŸ“²,4400000.0,united kingdom,373400.0,914700.0,lifestyle,unknown
621,andreavaldirisos,ANDREA VALDIRI ğŸ‡¨ğŸ‡´,8700000.0,colombia,326900.0,465000.0,lifestyle,beauty
622,pledis_boos,ìŠ¹ê´€ SEUNGKWAN,4500000.0,indonesia,732300.0,888400.0,unknown,unknown
623,jenna_chew,JENNA å‘¨ç”„å¨œ,7900000.0,united states,414700.0,506200.0,fitness & gym,unknown
624,simaria,Simaria Mendes,28300000.0,brazil,96500.0,140400.0,unknown,unknown
625,romanreigns,Joe Anoai aka â€œRoman Reignsâ€,6600000.0,india,471800.0,612400.0,lifestyle,unknown
626,netflixbrasil,Netflix Brasil,32600000.0,brazil,70700.0,120800.0,shows,cinema & actors/actresses
627,piawurtzbach,Pia Wurtzbach,13800000.0,philippines,234500.0,282800.0,beauty,modeling
628,soueunavida,Sou Eu Na Vida,18100000.0,brazil,114500.0,218500.0,humor & fun & happiness,unknown
629,kenzie,kenzie â™¡,14800000.0,united states,171200.0,260500.0,unknown,unknown
630,ozgecangurelofficial,OÌˆzge GuÌˆrel,5800000.0,turkey,553200.0,679900.0,cinema & actors/actresses,unknown
631,adinross,adinross,3600000.0,united states,607600.0,1200000.0,unknown,unknown
632,realcoleworld,Cole World,7700000.0,united states,266400.0,506400.0,unknown,unknown
633,mancity,Manchester City,34300000.0,united kingdom,83000.0,112100.0,sports with a ball,unknown
634,perspolis,Persepolis,8300000.000000001,iran,335200.0,476400.0,sports with a ball,unknown
635,lacasadepapel,La Casa de Papel,12600000.0,brazil,202500.0,304400.0,cinema & actors/actresses,shows
636,cvillaloboss,CARMEN VILLALOBOS,20500000.0,colombia,151400.0,186700.0,shows,cinema & actors/actresses
637,jeromepolin,Jerome Polin Sijabat ã‚·ã‚™ã‚§ãƒ­ãƒ¼ãƒ ,7000000.0,indonesia,379000.0,555500.0,education,humor & fun & happiness
638,sarahhyland,Sarah Hyland,9900000.0,united states,310100.0,387700.0,cinema & actors/actresses,lifestyle
639,dejesusoficial,Gabriel Jesus,18400000.0,brazil,132400.0,205000.0,sports with a ball,unknown
640,aliandooo,Aliando Syarief,17100000.0,indonesia,144100.0,229900.0,cinema & actors/actresses,unknown
641,aslisona,Sonakshi Sinha,23300000.0,india,134400.0,162600.0,cinema & actors/actresses,lifestyle
642,playstation,PlayStation,28900000.0,united states,107300.0,131400.0,computers & gadgets,unknown
643,drewstarkey,Drew Starkey,3100000.0,united states,622400.0,1200000.0,cinema & actors/actresses,unknown
644,youngdae0302,á„€á…µá†·á„‹á…§á†¼á„ƒá…¢,4500000.0,indonesia,636200.0,839800.0,unknown,unknown
645,sanchooo10,Jadon Sancho,8900000.0,united kingdom,244600.0,427700.0,sports with a ball,unknown
646,lamborghini,Lamborghini,32200000.000000004,india,83800.0,115600.0,luxury,cars & motorbikes
647,geewonii,ê¹€ì§€ì›,7700000.0,indonesia,369800.0,486800.0,unknown,unknown
648,taylor_hill,Taylor Hill,20500000.0,united states,121000.0,180500.0,fashion,modeling
649,sooyoungchoi,Sooyoung Choi,7400000.0,indonesia,421300.0,508500.0,beauty,lifestyle
650,natashawilona12,Natasha Wilona,39400000.0,indonesia,78500.0,93700.0,beauty,unknown
651,chrissyteigen,chrissy teigen,39100000.0,united states,72000.0,94000.0,shows,modeling
652,francinyehlke,Franciny Ehlke,15600000.0,brazil,107900.0,235900.0,beauty,unknown
653,dacremontgomery,Dacre Montgomery,8800000.0,united states,314200.0,419900.0,cinema & actors/actresses,unknown
654,lizzobeeating,Lizzo,12900000.0,united states,204100.0,286000.0,lifestyle,cinema & actors/actresses
655,dylanminnette,Dylan Minnette,7300000.0,united states,312100.0,507400.0,cinema & actors/actresses,unknown
658,39saku_chan,Sakura Miyawaki,4300000.0,indonesia,708000.0,873100.0,lifestyle,cinema & actors/actresses
659,rogerfederer,Roger Federer,9800000.0,spain,294300.0,380800.0,sports with a ball,unknown
660,geneliad,Genelia Deshmukh,10400000.0,india,282600.0,350000.0,cinema & actors/actresses,unknown
661,dbook,Devin,5400000.0,united states,349400.0,687000.0,lifestyle,sports with a ball
662,theslumpgod,Stokeley,5400000.0,united states,398500.0,693500.0,unknown,unknown
663,paulwalker,Paul Walker,15100000.0,india,175900.0,241100.0,cinema & actors/actresses,unknown
664,iampauloandre,Paulo AndreÌ ğŸ,9900000.0,brazil,135400.0,381200.0,photography,lifestyle
665,parishilton,Paris Hilton,20200000.0,united states,109300.0,180600.0,modeling,unknown
666,maudyayunda,Maudy Ayunda,17200000.0,indonesia,143200.0,211100.0,unknown,unknown
667,blonded,Frank,3700000.0,united states,529900.0,990100.0,unknown,unknown
668,djsnake,djsnake,9700000.0,india,318500.0,378200.0,unknown,unknown
669,achrafhakimi,Achraf Hakimi,10100000.0,morocco,244300.0,359000.0,sports with a ball,unknown
670,bleacherreport,Bleacher Report,19600000.0,united states,94300.0,186100.0,sports with a ball,unknown
671,offsetyrn,OFFSET,19900000.0,united states,102600.0,183900.0,unknown,unknown
672,narins_beauty,â€¢â€¢Narins Beautyâ€¢â€¢,9300000.0,syria,329800.0,405200.0,lifestyle,unknown
673,kyrieirving,HÃ©lÃ ,17200000.0,united states,140200.0,212100.0,sports with a ball,unknown
674,myketowers,MICHAEL,9500000.0,spain,216000.0,389600.0,unknown,unknown
675,burcuozberk,Burcu Ã–zberk,9300000.0,turkey,305400.0,395500.0,cinema & actors/actresses,unknown
676,chrismcg,Christopher McGinnis,11100000.0,united states,147200.0,324000.0,unknown,unknown
677,indiancricketteam,Team India,25600000.0,india,119900.0,139900.0,sports with a ball,unknown
678,oprah,Oprah,21500000.0,united states,143700.0,169800.0,cinema & actors/actresses,shows
679,machinegunkelly,the Blonde Don,9700000.0,united states,233400.0,375200.0,unknown,unknown
680,elliotpage,elliotpage,6200000.0,united states,405100.0,583100.0,cinema & actors/actresses,unknown
681,raashiikhanna,Raashii Khanna,8600000.0,india,350600.0,417900.0,cinema & actors/actresses,unknown
682,beautifuldestinations,BEAUTIFUL DESTINATIONS,24700000.0,united states,107600.0,144300.0,photography,travel
683,madisonbaileybabe,Maddie Baby,6700000.0,united states,288900.0,541000.0,lifestyle,cinema & actors/actresses
684,rishabpant,Rishabh Pant,6900000.0,india,439700.0,522299.99999999994,lifestyle,sports with a ball
685,ho5hi_kwon,HOSHI,3600000.0,indonesia,765200.0,995200.0,lifestyle,unknown
686,bigsean,BIGSEAN,15400000.0,united states,125400.0,228800.0,unknown,unknown
687,brfootball,Bleacher Report Football,12600000.0,united states,172100.0,278100.0,sports with a ball,unknown
688,kingryan,Ryan Garcia,9000000.0,united states,261399.99999999997,394800.0,fitness & gym,unknown
689,andresiniesta8,Andres Iniesta,40200000.0,spain,60000.0,87000.0,sports with a ball,unknown
690,alvxaro,ALVARO,9900000.0,brazil,144600.0,362400.0,lifestyle,unknown
691,willevy,William  Levy / Actor Producer,10900000.0,brazil,242100.0,326100.0,shows,cinema & actors/actresses
692,pokimanelol,pokimane ğŸ¤,6200000.0,united states,436700.0,575300.0,lifestyle,shows
693,jamorant,12 ğŸ¥·ğŸ½ğŸ–¤,7700000.0,united states,284600.0,459900.0,winter sports,sports with a ball
694,amadorat,N I C O L E   A M A D O ğŸ‰,8300000.000000001,mexico,378800.0,423300.0,fashion,lifestyle
695,smriti_mandhana,Smriti Mandhana,6500000.0,india,472100.0,547000.0,sports with a ball,unknown
696,marinaruybarbosa,Marina Ruy Barbosa,40900000.0,brazil,56300.0,85900.0,cinema & actors/actresses,unknown
697,alishalehmann7,Alisha Lehmann,8199999.999999999,brazil,227800.0,430100.0,sports with a ball,unknown
698,bhadbhabie,Bhabie,16399999.999999998,united states,112400.0,210900.0,unknown,unknown
699,dear.zia,ğ‘“ğ‘Ÿğ‘’ğ‘’ğ‘§ğ‘–ğ‘ .ğŸŒ¼,3700000.0,south korea,839700.0,944500.0,unknown,unknown
700,haifawehbe,Haifa Wehbe,10500000.0,iraq,226600.0,331800.0,unknown,unknown
701,dkharbour,David Harbour,9700000.0,united states,274500.0,359700.0,cinema & actors/actresses,unknown
702,eilirjani,Elton ILIRJANI,10400000.0,albania,229100.0,330800.0,adult content,unknown
703,agnezmo,AGNEZ MO,29000000.0,indonesia,71300.0,118400.0,unknown,unknown
704,staceysolomon,Stacey Solomon,5400000.0,united kingdom,536200.0,645900.0,family,unknown
705,supercarblondie,Alex - that girl with the Cars,10800000.0,india,200100.0,317100.0,cars & motorbikes,unknown
706,arishfakhan138,Sayyed Arishfa Khan ğŸ’,29400000.0,india,96600.0,117300.0,cinema & actors/actresses,unknown
707,sebastianyatra,Sebastian Yatra,29800000.0,argentina,82300.0,114900.0,unknown,unknown
708,yg_treasure_official,TREASURE (íŠ¸ë ˆì €),5600000.0,indonesia,483400.0,618500.0,unknown,unknown
709,karljacobs,Karl Jacobs,4300000.0,united states,618400.0,805400.0,unknown,unknown
710,rezagolzar,Mohammad Reza Golzar,12300000.0,iran,197200.0,288000.0,cinema & actors/actresses,unknown
711,saharghoreyshiofficialpage,Ø³Ø­Ø± Ù‚Ø±ÙŠØ´Ù‰ Sahar Ghoreyshi,11500000.0,iran,203900.0,297900.0,unknown,unknown
712,f1,FORMULA 1Â®,20700000.0,italy,129300.00000000001,163500.0,racing sports,unknown
713,wos.ds3,ValentiÌn Oliva,6600000.0,argentina,341400.0,522400.0,unknown,unknown
714,dk_is_dokyeom,ë„ê²¸,3500000.0,iran,825400.0,994200.0,lifestyle,unknown
715,sonambajwa,Sonam Bajwa,8199999.999999999,india,330200.0,422000.0,cinema & actors/actresses,unknown
716,demirose,Demi ğŸŒ¹,19900000.0,united states,130699.99999999999,170400.0,modeling,lifestyle
717,21savage,21savage,13600000.0,united states,140200.0,246400.0,unknown,unknown
718,apple,apple,28100000.0,india,88200.0,118800.0,computers & gadgets,photography
719,jxxvvxxk,á„‹á…µá„Œá…¢á„‹á…®á†¨,3900000.0,indonesia,694300.0,872800.0,unknown,unknown
720,umutisler,Umut Ä°ÅŸler,11000000.0,india,188000.0,302200.0,food & cooking,unknown
721,grantgust,Grant Gustin,7800000.0,brazil,305400.0,432700.0,cinema & actors/actresses,fashion
722,huddy,Chase Hudson,11600000.0,united states,206800.0,285000.0,lifestyle,unknown
723,vernonline,Vernon ë²„ë…¼,4600000.0,japan,543600.0,719100.0,unknown,unknown
724,hichasestokes,hichasestokes,7400000.0,united states,301700.0,452000.0,humor & fun & happiness,lifestyle
725,netflix,Netflix US,31200000.0,brazil,64099.99999999999,105200.0,cinema & actors/actresses,shows
726,kittychicha,ğŸ–¤KITTY CHICHAğŸ±,4300000.0,philippines,635900.0,771100.0,unknown,unknown
727,ederbez,Eugenio Derbez,18600000.0,mexico,156300.0,175600.0,cinema & actors/actresses,lifestyle
728,amybethmcnulty,Amybeth,7800000.0,brazil,307900.0,423000.0,lifestyle,cinema & actors/actresses
729,viihtube,Viih Tube,23600000.0,brazil,73200.0,138200.0,cinema & actors/actresses,unknown
730,juki_lop,JukiLop,9400000.0,mexico,300000.0,349100.0,shows,family
731,espn,ESPN,23700000.0,united states,75400.0,137000.0,sports with a ball,unknown
732,simonettalein,Simonetta Lein,12400000.0,india,188800.0,260100.00000000003,beauty,cinema & actors/actresses
733,yasminabdelaziz_,Yasmin Abdelaziz,16200000.0,egypt,169800.0,200900.0,cinema & actors/actresses,unknown
734,miamalkova,Mia Malkova,11100000.0,india,215300.0,291600.0,cinema & actors/actresses,unknown
735,adrianalima,Adriana Lima,14900000.0,united states,146400.0,215400.0,modeling,fashion
736,shivangijoshi18,à¤¶à¤¿à¤µà¤¾à¤‚à¤—à¥€ à¤œà¥‹à¤¶à¥€,7400000.0,india,365100.0,439500.0,lifestyle,unknown
737,davidluiz23,David Luiz,22200000.0,brazil,65800.0,144600.0,sports with a ball,unknown
738,saipallavi.senthamarai,Sai Pallavi,6100000.0,india,462700.0,530800.0,cinema & actors/actresses,unknown
739,sonamkapoor,Sonam Kapoor Ahuja,33500000.0,india,80600.0,95300.0,fashion,modeling
740,adamsandler,Adam Sandler,13600000.0,united states,184700.0,235500.0,cinema & actors/actresses,unknown
741,noorstars,Ù†ÙˆØ± Ø³ØªØ§Ø±Ø² | Noor Stars,13300000.0,iraq,180700.0,242100.0,shows,unknown
742,jennifer.garner,Jennifer Garner,13600000.0,united states,206400.0,233800.0,cinema & actors/actresses,unknown
743,troyesivan,troye sivan,13400000.0,united states,164100.0,235700.0,fashion,modeling
744,jaybnow.hr,LIM JAE BEOM,6900000.0,united states,353600.0,464000.0,unknown,unknown
745,litkillah,MAWZğŸ’¬,8100000.0,argentina,298200.0,393000.0,unknown,unknown
746,schwarzenegger,Arnold Schwarzenegger,22600000.0,united states,118900.0,139800.0,cinema & actors/actresses,fitness & gym
747,wayvofficial,WayV,7500000.0,indonesia,358900.0,427400.0,unknown,unknown
748,giannis_an34,Giannis Ugo Antetokounmpo,13300000.0,united states,147900.0,233900.0,sports with a ball,unknown
